INPUT,/t͡sa/,/loj/,/se/,/kol/,/hwok/,/ar/,/hwɨ/,/caw/,/rwok/,/lej/,/pu/,/wa/,/kʰaj/,/rew/,/kʰu/,/kʰoj/,/hrik/,/ran/,/hriŋ/,/tʰi/,/ŋun/,/jip/,/tʰow/,/kow/,/t͡si/,/maj/,/mik/,/t͡sap/,/pew/,/na/,/nap/,/na/,/na/,/mor/,/t͡ser/,/ʃaj/,/t͡sa/,/maŋ/,/caŋ/,/caam/,/ham/,/lej/,/tlow/,/lek/,/caj/,/ha/,/pʷɨ/,/kej/,/kʰa/,/rok/,/raap/,/nu/,/kʰum/,/pʰen/,/laj/,/bɐ/,/mej/,/baan/,/ja/,/kʰuk/,/pʰej/,/sam/,/hwa/,/tʰaw/,/ru/,/ʃi/,/sun/,/pʰaar/,/kʰak/,/pʰan/,/luŋ/,/tʰi/,/kal/,/ril/,/baal/,/dɨ/,/kʰa/,/nɨ/,/t͡sa/,/la/,/hwa/,/kʰaj/,/prim/,/si/,/sum/,/kow/,/nam/,/kʰɐm/,/t͡sej/,/roŋ/,/am/,/ca/,/ri/,/t͡siŋ/,/kum/,/mej/,/kʰut/,/la/,/dik/,/cow/,/dɨ/,/pʰuŋ/,/luŋ/,/kʰur/,/t͡si/,/ri/,/ni/,/tʰum/,/tli/,/ŋa/,/ruk/,/ni/,/ʃɐt/,/ko/,/ra/,/kul/,/ʃa/,/dar/,/ni/,/moj/,/pa/,/ʃaŋ/,/la/,/hri/,/maak/,/mej/,/du/,/naw/,/ram/,/ʃim/,/maŋ/,/miŋ/,/na/,/juŋ/,/tʰiŋ/,/tʰej/,/hwa/,/han/,/taŋ/,/waar/,/hoj/,/kaj/,/praj/,/tʰej/,/lej/,/kup/,/sam/,/tʰum/,/niŋ/,/ŋaj/,/ja/,/ka/,/duŋ/,/sa/,/mi/,/con/,/li/,/tʰat/,/jap/,/tat/,/row/,/re/,/pʰa/,/tʰaaw/,/reŋ/,/t͡si/,/da/,/laj/,/tʰak/,/nur/,/ŋaj/,/duŋ/,/tɐk/,/kʰop/,/ʃaam/,/niŋ/,/nap/,/kaap/,/cow/,/ho/,/ʃuŋ/,/met/,/pʰrew/,/hur/,/su/,/kʰot/,/jwor/,/lo/,/tʰɨ/,/ʃuk/,/raj/,/kɐn/,/ʃoj/,/nam/,/soj/,/rum/,/saaŋ/,/kʰej/,/ŋum/,/t͡sik/,/car/,/tek/,/tla/,/naj/,/ʃim/,/tʰuur/,/ʃa/,/kaw/,/plaj/,/jak/,/tʰar/,/saar/,/wɐt/,/ʃap/,/tʰɐr/,/tʰuk/,/ʃuŋ/,/bet/,/cow/,/lum/,/nim/,/tʰeŋ/,/nak/,/hrit/,/bʷeŋ/,/tʰaak/,/mej/,/tʰa/,/ʃuur/,/pʷuk/,/ʃut/,/naŋ/,/min/,/wa/,/lej/,/muk/,/pʷak/,/ciaŋ/,/dak/,/mi/,/tʰin/,/wu/,/ra/,/dliŋ/,/bʷon/,/pu/,/t͡saŋ/,/rik/,/pam/,/si/,/so/,/joj/,/han/,/low/,/hwot/,/dej/,/nam/,/saam/,/ʔi/,/ʔa/,/ʃaŋ/,/t͡saat/,/hla/,/kow/,/him/,/ʃat/,/poj/,/pʰaaŋ/,/kʰa/,/lat/,/tʰik/,/cuŋ/,/tow/,/bʷa/,/bʷu/,/t͡sar/,/la/,/niŋ/,/jaŋ/,/nɐŋ/,/pʷɨ/
R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/t͡sir/,,,,,,,,,,,,,,,,,,,/pʰin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/mit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/pit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10,,,,,,,,,,,,,/kʰaːj/,,,,,,,,,,,,,/maːj/,,,,,,,,,,/ʃaːj/,,,,,,,,,/caːj/,,,,,,,,,,/laːj/,,,,,,,,,,,,,,,,,,,,,,,,,,,/kʰaːj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/kaːj/,/paːj/,,,,,,,/ŋaːj/,,,,,,,,,,,,,,,,,,/laːj/,,,/ŋaːj/,,,,,,,,,,,,,,,,,,,,/raːj/,,,,,,,,,,,,,/naːj/,,,,,/paːj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/nɐ/,/nɐp/,/nɐ/,/nɐ/,,,,,/mɐŋ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/nɐm/,,,,,,,,,,,,,,,,,,,,,,,/ŋɐ/,,,,,,,,,,,,,,,,,,/nɐw/,,,/mɐŋ/,,/nɐ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/nɐp/,,,,,,,,,,,,,,,,,/nɐm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/nɐk/,,,,,,,,,/nɐŋ/,,,,,,,,,,,,,,,,,,,,,,,,,/nɐm/,,,,,,,,,,,,,,,,,,,,,,,,
R12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/nə/,/nəp/,/nə/,/nə/,,,,,/məŋ/,,,,,,,,,,,,,,,,,,/pə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/nəm/,/kʰəm/,,,,,,,,,,,,,,,,,,,,,,/ŋə/,,,/ʃət/,,,,,,,,,,,,,,,/nəw/,,,/məŋ/,,/nə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/tək/,,,,/nəp/,,,,,,,,,,,,,,,/kən/,,/nəm/,,,,,,,,,,,,,,,,,,,/wət/,,/tʰər/,,,,,,,,/nək/,,,,,,,,,/nəŋ/,,,,,,,,,,,,,,,,,,,,,,,,,/nəm/,,,,,,,,,,,,,,,,,,,,,,,/nəŋ/,
=Proto-Kachai I,null/t͡sa/,null/loj/,null/se/,null/kol/,null/hok/,null/har/,null/hwɨ/,null/caw/,null/rok/,null/lej/,null/pu/,null/wa/,null/kʰaːj/,null/rew/,null/kʰu/,null/kʰoj/,null/rik/,null/ran/,null/riŋ/,null/tʰi/,null/ŋun/,null/jip/,null/tʰow/,null/kow/,null/t͡si/,null/maːj/,null/mik/,null/t͡sap/,null/pew/,null/nə/,null/nəp/,null/nə/,null/nə/,null/mor/,null/t͡sir/,null/ʃaːj/,null/t͡sa/,null/məŋ/,null/caŋ/,null/caːm/,null/ham/,null/lej/,null/tow/,null/lek/,null/caːj/,null/ha/,null/wɨ/,null/kej/,null/kʰa/,null/rok/,null/raːp/,null/nu/,null/kʰum/,null/pʰin/,null/laːj/,null/pə/,null/mej/,null/paːn/,null/ja/,null/kʰuk/,null/pʰej/,null/sam/,null/ha/,null/tʰaw/,null/ru/,null/ʃi/,null/sun/,null/pʰaːr/,null/kʰak/,null/pʰan/,null/luŋ/,null/tʰi/,null/kal/,null/ril/,null/paːl/,null/ðɨ/,null/kʰa/,null/nɨ/,null/t͡sa/,null/la/,null/ha/,null/kʰaːj/,null/pim/,null/si/,null/sum/,null/kow/,null/nəm/,null/kʰəm/,null/t͡sej/,null/roŋ/,null/ham/,null/ca/,null/ri/,null/t͡siŋ/,null/kum/,null/mej/,null/kʰut/,null/la/,null/ðik/,null/cow/,null/ðɨ/,null/pʰuŋ/,null/luŋ/,null/kʰur/,null/t͡si/,null/ri/,null/ni/,null/tʰum/,null/ti/,null/ŋə/,null/ruk/,null/ni/,null/ʃət/,null/ko/,null/ra/,null/kul/,null/ʃa/,null/ðar/,null/ni/,null/moj/,null/pa/,null/ʃaŋ/,null/la/,null/ri/,null/maːk/,null/mej/,null/ðu/,null/nəw/,null/ram/,null/ʃim/,null/məŋ/,null/miŋ/,null/nə/,null/juŋ/,null/tʰiŋ/,null/tʰej/,null/ha/,null/han/,null/taŋ/,null/waːr/,null/hoj/,null/kaːj/,null/paːj/,null/tʰej/,null/lej/,null/kup/,null/sam/,null/tʰum/,null/niŋ/,null/ŋaːj/,null/ja/,null/ka/,null/ðuŋ/,null/sa/,null/mi/,null/con/,null/li/,null/tʰat/,null/jap/,null/tat/,null/row/,null/re/,null/pʰa/,null/tʰaːw/,null/reŋ/,null/t͡si/,null/ða/,null/laːj/,null/tʰak/,null/nur/,null/ŋaːj/,null/ðuŋ/,null/tək/,null/kʰop/,null/ʃaːm/,null/niŋ/,null/nəp/,null/kaːp/,null/cow/,null/ho/,null/ʃuŋ/,null/mit/,null/pʰew/,null/hur/,null/su/,null/kʰot/,null/jor/,null/lo/,null/tʰɨ/,null/ʃuk/,null/raːj/,null/kən/,null/ʃoj/,null/nəm/,null/soj/,null/rum/,null/saːŋ/,null/kʰej/,null/ŋum/,null/t͡sik/,null/car/,null/tek/,null/ta/,null/naːj/,null/ʃim/,null/tʰuːr/,null/ʃa/,null/kaw/,null/paːj/,null/jak/,null/tʰar/,null/saːr/,null/wət/,null/ʃap/,null/tʰər/,null/tʰuk/,null/ʃuŋ/,null/pit/,null/cow/,null/lum/,null/nim/,null/tʰeŋ/,null/nək/,null/rit/,null/veŋ/,null/tʰaːk/,null/mej/,null/tʰa/,null/ʃuːr/,null/wuk/,null/ʃut/,null/nəŋ/,null/min/,null/wa/,null/lej/,null/muk/,null/wak/,null/ciaŋ/,null/ðak/,null/mi/,null/tʰin/,null/wu/,null/ra/,null/tiŋ/,null/von/,null/pu/,null/t͡saŋ/,null/rik/,null/pam/,null/si/,null/so/,null/joj/,null/han/,null/low/,null/hot/,null/ðej/,null/nəm/,null/saːm/,null/ʔi/,null/ʔa/,null/ʃaŋ/,null/t͡saːt/,null/la/,null/kow/,null/him/,null/ʃat/,null/poj/,null/pʰaːŋ/,null/kʰa/,null/lat/,null/tʰik/,null/cuŋ/,null/tow/,null/va/,null/vu/,null/t͡sar/,null/la/,null/niŋ/,null/jaŋ/,null/nəŋ/,null/wɨ/
R13,,,,,,,,,,,,,,,,,,,,/ci/,,,,,/ci/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ci/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ci/,,,,/ci/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ci/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R15,/ða/,,,,,,,,,,,,,,,,,,,,,,,,,,,/ðap/,,,,,,,/ðir/,,/ða/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ða/,,,,,,,,,,/ðej/,,,,,/ðiŋ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ðik/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ðaŋ/,,,,,,,,,,,,,,,/ðaːt/,,,,,,,,,,,,,,/ðar/,,,,,
R16,,,,,,,,,,,,,,,,,,,,/t͡si/,,,,,/t͡si/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/t͡si/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/t͡si/,,,,/t͡si/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/t͡si/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/t͡siaŋ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R17,,,,,/fok/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/foj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/fo/,,,,/fur/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/fot/,,,,,,,,,,,,,,,,,,,,,,,,,,
